song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP38228,Strategy hour.,Kevin Jones,Represent.,Hip-Hop,2002-10-01,170.0,41,64202909,English,No,Atlantic Records,Brittany Schroeder,Brandon Rhodes,
SP5386,Without challenge.,April Scott,Institution.,Pop,2010-10-24,293.0,47,81031598,English,No,Atlantic Records,Nicole Clark,Joshua Howard,Wanda Valdez
SP10160,West strong.,Alex Gilbert,Degree.,Hip-Hop,2004-06-27,274.0,34,73585140,English,Yes,Def Jam,Kimberly Olsen,Deanna Bird,
SP31470,Art none.,Kayla Watson,Wear natural.,Electronic,2006-07-08,186.0,56,66681188,Italian,No,Atlantic Records,Jeremy Duncan,Brandon Owens,
SP45745,Worry agree even.,Caitlin Owens,Grow.,Pop,2018-10-29,271.0,86,23778587,English,No,Universal Music,Karen Martin,Joann Martin,
SP45240,Science.,Derek Archer,Administration.,Hip-Hop,2023-03-02,166.0,66,36929009,,Yes,Sony Music,Marcia Meyers,Bradley Moore,
SP14429,Any evidence.,Chelsea Potter,Plan difficult.,Pop,1996-02-11,246.0,42,82270179,English,Yes,Sony Music,Jennifer Davis,Cindy Perez,Ashley Nichols
SP15708,New on American.,Sharon Hall,Show.,Hip-Hop,2013-12-02,282.0,15,65707791,English,No,Sony Music,William Anderson,Tiffany Hester,Michael Garcia
SP11105,Any treat society.,Mary Camacho,Usually.,Electronic,1995-03-23,280.0,7,19624549,English,No,Atlantic Records,Nathan Smith,Christian Avila,
SP44406,Improve seat.,Brad Patel,Her tough.,Pop,2016-06-08,166.0,31,94709399,,No,Atlantic Records,Nathan Krause,Krystal Smith,
SP48032,Build around.,Angel Santiago,Spend film.,Hip-Hop,2001-08-01,288.0,92,85910317,Japanese,No,Warner Music,Lucas Myers,Joseph Gordon,
SP48655,Option.,Scott White,Base.,Reggae,2013-11-05,244.0,94,35785003,Spanish,No,Sony Music,Mark Webb,Daniel Moore,
SP23815,Beautiful skill.,Megan Rich,Fall.,Electronic,1995-09-11,254.0,92,90440872,English,Yes,Atlantic Records,Nichole Campbell,Yvette Smith,
SP28452,Difficult perform knowledge.,Ann Christian,Born west.,Pop,2012-04-08,,45,39867787,English,No,Indie,David Garcia,Alexa Simpson,
SP28847,Young energy.,Trevor Farmer,Energy.,Folk,2013-11-27,232.0,62,51894115,English,No,Indie,Mary Randall,Susan Wright,
SP29809,Difference.,Mark Ford,Sell.,Classical,2000-11-22,,74,81000570,English,No,Atlantic Records,Stacy Guerrero,Andrew Patterson,
SP20079,Billion ready former.,Adam Brooks,Focus leg.,Electronic,2020-01-19,205.0,7,72077652,English,No,Indie,Lawrence Long,Jeffrey Rogers,Jacqueline Wilson
SP12905,Show question.,Curtis Stone,Another.,Electronic,2021-04-26,,95,29177996,English,No,Atlantic Records,Darryl Perez,Melissa Williams,
SP45011,Tree church.,Melissa Gray,Actually performance.,Pop,1997-06-13,233.0,95,2002249,English,No,Warner Music,Brandon Smith,Jackson Mcdonald,
SP45568,Be care throughout.,Denise Perez,Keep.,Electronic,2024-09-30,231.0,75,17011345,Spanish,Yes,Atlantic Records,Greg White,Jason Harrell,
SP32061,Commercial.,Jason Campbell,First.,Classical,2006-07-12,260.0,81,27358587,English,No,Warner Music,Billy Smith,Oscar Haley,
SP3780,Card hotel.,Mark Navarro,Article sing.,Pop,2009-08-17,223.0,69,4192237,,No,Indie,Diana White,Melissa Mendoza,
SP21879,Early prevent.,Adriana Gay,Wear receive.,Electronic,2008-04-07,220.0,4,3006473,English,Yes,Atlantic Records,Melanie Francis,Hunter Hogan,
SP36268,Adult leader assume.,Kelly Hall,Land.,Electronic,2004-08-12,239.0,51,3606812,English,No,Indie,Justin Fisher,Maria Rodriguez,John Smith
SP16393,Soon senior year.,Tina Sanders,Though test.,Jazz,2010-03-14,210.0,43,72929758,French,No,Sony Music,Kevin Evans,Zachary Harris,Jeffrey Perez
SP42909,Large occur executive.,Diana Morrison,Tax first.,Hip-Hop,2022-07-06,166.0,39,76326333,Spanish,Yes,Def Jam,Jonathan Chase,Daniel Orr,
SP28021,Seat move whole.,Michael Burton,Analysis.,Folk,2002-07-23,207.0,79,6869837,English,Yes,Def Jam,Vincent Simmons,Erin Scott,
SP43433,Floor special enough.,Stephanie Gomez,Billion.,Pop,1998-10-12,237.0,30,57326033,English,No,Def Jam,Sharon Sanchez,Christopher Lewis,
SP32185,Our institution important.,Rebecca Saunders,Question traditional.,Country,2009-07-03,216.0,92,35117227,German,Yes,Atlantic Records,Donald Garcia,Amy Madden,Sierra Berg
SP31143,No agreement push.,Amber Adams,Himself.,Pop,2007-11-21,276.0,5,16508078,Spanish,No,Warner Music,Andrew Kelly,Richard Johnston,
SP29358,Source five man.,Danielle Anderson,Same section.,Electronic,2008-08-30,245.0,22,12581114,English,No,Sony Music,Denise Rasmussen,Michael Novak,
SP29810,Practice tonight.,Jennifer Sweeney,Perform.,Electronic,2002-05-19,,5,48533495,English,No,Universal Music,Anthony Guzman,Tyler Wilson,
SP40711,Writer relate international.,Jared Alexander,Two.,Folk,2019-03-03,270.0,8,43655001,,Yes,Def Jam,Danielle Case,Erika Russell,
SP36714,He instead.,Edward Phillips,Listen few.,Hip-Hop,2011-07-08,233.0,94,97074725,English,Yes,Warner Music,Cheryl Baker,Joseph Nixon,Kristina Pearson
SP10220,Listen only pick.,Ian Schmidt,Else return.,Hip-Hop,2014-11-30,,16,48819585,Japanese,No,Def Jam,Jonathan Gillespie,Jack Copeland,
SP23370,Least action east.,David Carlson,Ability.,Hip-Hop,2009-11-08,304.0,58,50583296,English,Yes,Def Jam,Erik Larson,Joseph Wilson,
SP27588,Remember hot environmental.,Robert Martinez,Court.,Pop,2014-10-04,250.0,5,52196089,Japanese,Yes,Universal Music,Kathryn Miller,Connor Braun,
SP14522,Reason however buy.,Brian Robinson,Ahead evidence.,Electronic,2007-06-20,335.0,67,86945127,English,Yes,Warner Music,Isabella Hall,Stephanie Carlson,
SP16549,Successful more.,Brooke Nguyen,Sense.,Electronic,1995-02-09,252.0,61,98048927,,Yes,Def Jam,Nancy Brown,Marcus Parks,
SP16673,War career manager.,Crystal Boyle,World least.,Classical,2008-01-02,185.0,6,30096386,English,No,Def Jam,Jonathan Brown,Adrienne Fields,Bill Aguirre
SP39347,Itself method.,David Adams,Interest gas.,Pop,2021-03-09,229.0,90,79030117,Korean,Yes,Atlantic Records,Jason Freeman,Anthony Miller,
SP30899,Activity camera green have.,Nathaniel Hill,Too.,Hip-Hop,2014-04-10,249.0,63,30177834,English,Yes,Universal Music,Mr. Keith Allen,Heather Martin,
SP4163,Likely hold.,Shelley Lewis,Kid court.,Electronic,2021-02-02,338.0,45,847517,English,Yes,Atlantic Records,Donald Valentine,Gordon Mcintyre,Blake Jackson
SP42026,Enough state week.,Daniel Martinez,Blood member.,Classical,2002-10-19,203.0,97,71691820,English,No,Warner Music,Pamela Rogers,Scott Stone,
SP27653,Glass sometimes.,Michelle Fuller,Reflect structure.,Hip-Hop,2016-02-23,207.0,94,5402228,Korean,No,Warner Music,Casey Young,Christina Smith,
SP18117,Media.,Nicole Thomas,Mouth pattern.,Pop,2005-08-30,180.0,4,19818129,English,No,Warner Music,Perry Alvarez,Rebecca Rodriguez,Mr. Jack Adams
SP34758,Late door.,Kirk Miller,Food eye.,Hip-Hop,2024-04-29,267.0,60,97783185,Spanish,Yes,Def Jam,Alan Hays,Christine Turner,
SP33053,System.,Michael Morris,Son.,Electronic,2016-06-17,157.0,18,83295173,English,No,Universal Music,Melissa Austin,Laura Craig,
SP19124,Between raise face.,Andrew Garcia,Onto that.,Hip-Hop,2014-07-27,231.0,87,58292695,English,Yes,Warner Music,Mary Evans,Renee Warner,
SP6042,Power truth design.,Mark Schneider,Most character.,Hip-Hop,2017-10-06,178.0,25,41451799,English,Yes,Universal Music,Dawn Fletcher,Heather Jones,
SP45053,Against suggest box her.,Stephanie Williams,Concern.,Electronic,2002-09-02,253.0,58,72466596,English,Yes,Sony Music,Ann Johnson,Scott Smith,Amy Burke
SP1933,Expert follow.,Maria Camacho,Rather certainly.,Classical,1995-01-13,268.0,1,68121603,German,No,Universal Music,Paul Valencia,Jeffrey Ware,
SP29926,Represent room.,Misty Johnson,Wall else.,Electronic,2014-03-06,259.0,27,67540453,English,Yes,Warner Music,Sharon Miller,Derek Weber,
SP24305,Mr support clear.,Brian Parks,Movement.,Country,2019-06-27,238.0,98,41986547,Spanish,No,Warner Music,Michael Graham,Susan Rodriguez,
SP5834,Factor each.,Maxwell Harris,Way central.,Classical,2021-05-24,228.0,58,47444225,English,No,Indie,Christopher Parker,Chelsea Brown,
SP28772,Bank begin perhaps.,Mitchell Davis,Son.,Pop,2012-04-18,238.0,25,79829443,Spanish,No,Sony Music,Jennifer Hamilton,Bryan Hurley,Lisa Hudson
SP17686,Business company prepare.,Phillip Soto,Return federal.,Electronic,2019-07-05,244.0,91,69639851,English,No,Warner Music,Brent Herrera,Ashley Hubbard,
SP24625,American good evidence early.,Vincent Roberson,Miss measure.,Country,2008-05-03,211.0,31,29532378,English,Yes,Sony Music,Erica Gray,Kyle Lozano,
SP9514,Baby choice man event.,Cindy Pierce,Fact.,Pop,2006-01-23,266.0,79,38472701,English,No,Atlantic Records,Laura King,Virginia Thompson,
SP35927,Name assume student partner.,Mary Herman,Go series.,Pop,1996-04-09,251.0,30,54231060,English,No,Warner Music,Lisa Pittman,Mrs. Tracy Ramirez,Madison Hull
SP21117,Special film.,Tyler Hanson,Rest.,R&B,2001-08-31,177.0,35,44097058,Korean,No,Atlantic Records,Andrew Anderson,Elizabeth Mcdowell,
SP36831,The live actually.,Robert Deleon,Growth.,Pop,2004-08-16,,42,13914133,English,No,Def Jam,Kelly Khan,Gregory Davies,
SP2983,Knowledge.,Brian Smith,But describe.,Jazz,2005-09-25,237.0,58,9536396,English,Yes,Def Jam,Cassie Powell,Alicia Williams,
SP23322,Shake evening major.,Adam Riley,Maybe.,Pop,2021-10-29,,21,95969548,English,No,Def Jam,Michael Ray,Ryan Lewis,Juan White
SP25241,Family life exactly offer.,Gregory Savage,Year tonight.,Pop,1998-06-05,278.0,72,43574843,,Yes,Sony Music,Mark Brown,Nicole Mathis,
SP17039,Real too act.,Erika Sutton,Decide.,Pop,2022-10-13,277.0,1,79613166,English,Yes,Indie,Jared Herrera,Allison Robles DVM,
SP0769,Drug audience our.,Dawn Johns,Partner.,Pop,2013-03-23,220.0,85,97646200,,Yes,Atlantic Records,Matthew Lowe,Carl Williams,
SP40318,Over management.,Ronnie Petersen,Any away.,Folk,2008-03-07,274.0,63,52054445,English,Yes,Atlantic Records,Alexis Nichols,Denise Flores,
SP16832,Financial choice land.,Joseph Larson,Southern him.,Electronic,2019-11-09,188.0,99,51500513,English,Yes,Warner Music,Leslie Pierce,Dawn Thornton,
SP9571,Off.,Kimberly Ross,Beautiful.,Electronic,2011-05-12,300.0,73,94607373,French,Yes,Def Jam,Marie Thompson,Phillip Smith,Michael Rodriguez
SP25629,Media low.,Kyle Ramirez,Reflect.,Hip-Hop,2015-02-01,297.0,6,16227258,English,Yes,Universal Music,Ashley Bernard,Kathryn Thomas,
SP37699,Film.,Peter Johnson,Board.,Hip-Hop,2024-06-26,347.0,83,87305821,Korean,Yes,Sony Music,Alex Barnes,Juan Martinez,Matthew Hester
SP46978,The attack miss.,James Salazar,Summer environment.,Electronic,2012-05-16,236.0,20,10001799,Korean,No,Sony Music,Jeffery Wagner,Tiffany Martinez,
SP41925,Create road often story.,Amy Reid,Power property.,Pop,2023-12-18,,68,98763318,English,No,Universal Music,Robert Terry,Patrick Villegas,
SP40772,Education health impact.,Danielle Joyce,Many.,Pop,1996-12-06,284.0,84,63661014,,No,Def Jam,Stephen Valentine,Mr. Scott Robles,
SP21226,Black loss third.,Allison Martinez,Art.,Pop,2009-10-07,185.0,7,60718506,English,No,Warner Music,Mark Palmer,Megan Hernandez,Brandon Powell
SP14798,Lead.,Brett Moore,Watch.,Pop,2016-09-29,,43,44209335,English,Yes,Atlantic Records,Steven White,Harry Green,Anna Moore
SP0647,While dark strong.,Amy Bullock,Ever.,Reggae,2005-11-08,169.0,4,83837043,Japanese,Yes,Atlantic Records,John Jenkins,Christina Reyes,
SP13448,Song space.,Kelsey Miller,Contain.,Hip-Hop,1995-06-03,192.0,7,98300111,English,Yes,Def Jam,Sandra Moreno,Ashley White,
SP14619,Program outside.,Patricia Hendricks,Describe.,Hip-Hop,2021-08-19,115.0,80,9365482,English,No,Atlantic Records,Christine Gomez,Michael Torres,
SP33363,Community.,Stephen Guerrero,Difference several.,Jazz,2017-01-15,253.0,85,10253057,Spanish,No,Atlantic Records,Brianna Murray,Alex Smith,
SP15809,Performance resource.,Sarah Mejia,Fear exactly.,Pop,1996-06-26,251.0,52,92148389,English,No,Sony Music,Collin Smith,Terry Walker MD,
SP19582,Color image.,Jessica Bradford,Least technology.,Pop,2021-08-07,237.0,69,75885799,English,Yes,Warner Music,Daniel Taylor,Joshua Lamb,Timothy Hendrix
SP15485,Simply production big.,Julie Ford,Or mouth.,Electronic,2013-11-16,235.0,85,14811485,Spanish,Yes,Universal Music,Laura Brown,Cameron Conley,
SP38440,Play.,Deborah Craig,Late.,Jazz,2007-02-21,298.0,15,98631358,Spanish,No,Def Jam,Nathan Adams,Theresa Ramos,Danny Travis
SP10522,Note leg.,Shawn Thompson,Recognize science.,Folk,2020-08-17,193.0,87,79715603,English,Yes,Sony Music,Robert Garrison,Melissa Hendricks,Jenna Giles
SP6813,Such yet.,Paige Smith,Work.,Country,2002-11-02,334.0,63,5964043,Korean,Yes,Warner Music,Ronald Johnson,Traci Jones,Angela Shea
SP0066,At offer.,Edward Jordan,South.,Classical,2019-06-05,223.0,23,13815171,Spanish,No,Indie,Mark Smith,Tracy Lee,
SP13088,Group kind.,Katrina Powers,Stage.,Electronic,1996-03-03,182.0,65,36256730,English,Yes,Sony Music,Samuel Vance,James Williamson DVM,
SP29751,Decision act.,Steven Conrad,Stand.,Hip-Hop,1996-01-11,297.0,32,1715596,Korean,Yes,Def Jam,Dr. Dawn Brown,Samuel Crane,
SP8297,Argue claim institution.,Jorge Patterson,Star science.,Pop,2008-04-11,,11,68351650,English,Yes,Atlantic Records,Shawn Schultz,Roberta Miller,
SP49868,Society through particular.,James Watson,Off.,Hip-Hop,2006-06-29,204.0,17,46615089,English,No,Warner Music,Geoffrey Shaffer,Bryan Brown,
SP22819,A letter group.,Erika Carson,Study.,Country,2024-07-27,226.0,18,45838572,English,No,Def Jam,Bryan Davis,Christopher Dixon,
SP33532,Similar religious.,Dr. Susan Maynard PhD,Feeling.,Country,1996-06-12,324.0,25,48866483,English,Yes,Sony Music,Sharon Wells,James Hernandez,
SP2285,Which I ago.,Kathy Lewis,Event evidence.,Hip-Hop,2019-04-14,240.0,82,89343807,Spanish,Yes,Universal Music,Patricia Griffith,Nicole Martinez,
SP6475,Wish trouble.,William Lester,Fight culture.,Pop,1996-10-14,183.0,49,40117066,English,Yes,Sony Music,Andrew Hunter,Michael Cook,
SP41430,Bank traditional new.,Daniel Schaefer,Support yourself.,Folk,2022-11-24,371.0,55,23889270,English,Yes,Sony Music,Suzanne Reyes,Teresa Huffman,
SP3526,Join respond across hold.,Joshua Delacruz,But.,Pop,2017-07-29,273.0,13,23237097,English,No,Warner Music,Cynthia Jennings,Christina Joseph,
SP46555,Look go.,Dean Price,Like.,Country,2002-08-16,251.0,69,31974507,English,No,Def Jam,Alyssa Jones,Zachary Kaiser,
SP30668,Cause enter.,Noah Smith,Indicate along.,Jazz,1998-02-06,230.0,20,12362519,English,Yes,Warner Music,Amy Johnson,Maria Alvarez,
SP37808,Down idea.,Mr. Caleb Gibson DDS,People.,Electronic,2015-10-12,,50,76970095,English,Yes,Universal Music,Candace Holland,Donna Simpson,
SP44603,Beautiful rate west machine.,Tammy Johnson,Season.,Folk,2015-06-09,306.0,36,43277898,English,Yes,Sony Music,Colleen Snyder,Elizabeth Dawson,Sara Joseph
SP15283,Itself.,Jacqueline Gill,Economic.,Electronic,2007-06-21,255.0,79,58912343,English,No,Universal Music,Jessica Norman,Sean Stark,
SP37552,Left film.,Diane Woods,Side work.,Pop,2015-12-04,294.0,24,55911996,English,Yes,Warner Music,Dr. Tamara Anderson,Lori Shea,
SP16968,Yard institution environment improve.,Harry Alvarado,Service.,Classical,2022-07-25,290.0,41,70239699,English,No,Warner Music,Mary Zhang,Wendy Brooks,
SP33525,Above.,Crystal Washington,Apply like.,Pop,2008-11-11,160.0,63,17840225,English,Yes,Def Jam,Brian Steele,Patricia Hall,
SP6096,Kid.,Robert Oneal,Dark.,R&B,2024-07-03,226.0,42,62959834,Spanish,No,Warner Music,Melvin Harris,Kelsey Garcia,
SP37224,Part already.,Zachary Baker,No consumer.,Electronic,2004-09-16,91.0,99,60000351,English,No,Universal Music,Brandi Smith,Anthony Love,
SP35505,Perhaps public life wish.,Bradley Rice,Enough size.,Electronic,2010-01-11,226.0,9,63383182,English,Yes,Indie,Jennifer Dominguez,Laura Jackson,
SP23226,Gun bank.,Amanda Williams,Raise social.,Pop,1998-09-26,,23,21074973,English,Yes,Sony Music,Jonathan Oliver,Mr. Matthew Alexander Jr.,
SP38433,Respond center none.,Cody Allison,Voice.,Country,2012-05-31,263.0,2,56719227,Italian,No,Atlantic Records,Heather Alexander,Amanda Smith,Michael Hall
SP17201,Fish economy series.,Dr. William Rice,Action.,Electronic,2000-01-26,335.0,70,59181044,English,No,Warner Music,Pamela West,Allison Warren,
SP1304,Dinner late.,Dana Bowman,Piece.,Hip-Hop,2023-05-11,,25,73350008,English,No,Def Jam,Nicole Calhoun,Carrie Conley,
SP36983,Project why center.,Malik Hardy,Color final.,Jazz,2015-08-05,290.0,60,98432452,English,Yes,Universal Music,Sonya Hughes,Jon Long,
SP36570,Health look especially.,Kara Welch,See.,Country,2008-04-22,279.0,67,26601128,,Yes,Sony Music,David Oliver,Johnny Lee,
SP32681,Physical instead.,Benjamin Cortez,Base structure.,Electronic,1997-06-28,281.0,2,24043360,English,No,Def Jam,Deborah Nguyen,Mary Collier,
SP4455,Factor camera.,Anthony Baker,Create.,Hip-Hop,2008-04-24,154.0,5,60921586,English,Yes,Sony Music,Misty Sanchez,Brittany Reed,
SP49874,Need look site.,Clayton Martinez,Just.,Hip-Hop,2006-03-16,310.0,58,78056767,English,Yes,Indie,Andrew Sanders,Alison Hicks,Tracey Oconnor
SP6698,Author later evening.,Victoria Lee,About.,Electronic,2024-09-16,248.0,50,29106544,English,Yes,Atlantic Records,Tyrone Delgado,Nicole Bass,Mary King
SP40623,Drop through effort.,Edwin Marshall,Buy.,Jazz,2017-05-17,323.0,76,71160042,English,No,Indie,Leslie Hebert,Katrina Moreno,Angela Barber
SP30027,Produce player.,Gregory Gonzalez,Consider.,Electronic,1998-04-18,255.0,92,78897912,Korean,Yes,Sony Music,Nicole Alexander,Jessica Martinez,
SP17418,Situation increase hair.,Andrew Moon,Me.,Pop,2004-01-17,237.0,82,36291133,Japanese,No,Sony Music,Richard Robertson,Gabrielle Moore,
SP44096,Debate simple.,Danielle Salas,Office.,Hip-Hop,2018-01-11,129.0,99,98362882,English,No,Warner Music,Joy Bernard,David Brown,
SP24104,Art term.,Paul Byrd,Late capital.,Pop,2019-12-16,199.0,26,56749713,English,No,Atlantic Records,Jim Steele,Sherri Rice,
SP33407,Call situation speech.,Stephanie Smith,Realize dark.,Electronic,2024-06-06,,65,359207,English,Yes,Def Jam,Ian Duke,Brian Knox,Jennifer Roberts
SP20813,Speak doctor.,Allison Thompson,Police.,Jazz,2010-04-28,262.0,26,39118377,English,No,Atlantic Records,Jason Grant,Aaron Wiggins,
SP44731,Bill always country.,Erin Howard,Number store.,Country,2005-05-26,201.0,54,60266341,English,No,Def Jam,Heather Ryan,Christopher Miller,Matthew Kim
SP0327,Place industry pass.,Paige Williamson,Recent agree.,Pop,2012-07-02,,28,61702131,English,Yes,Def Jam,Sandra Singleton,Robert Rhodes,
SP3044,Democrat compare.,Jose Harrison,None like.,Hip-Hop,2023-09-30,252.0,86,42283617,English,Yes,Atlantic Records,Ruth Valenzuela,Rose Reid,
SP23073,Garden color future.,Joe Rodriguez PhD,Father.,Hip-Hop,2017-05-29,279.0,87,34138545,English,No,Warner Music,Ryan Grimes,Jason Gillespie,
SP1420,Area news.,Mia Barker,Animal exist.,Pop,1997-02-09,209.0,55,33876925,English,Yes,Def Jam,Randy Johnson,Matthew Allen,Kristin Vargas
SP1666,Attention.,Heather Mcintyre,Bank.,Electronic,2018-08-09,206.0,94,42360658,,Yes,Atlantic Records,Steven May,Joseph Vargas,Todd Rogers
SP38070,Heart save.,Marilyn Hill,Drive meet.,Hip-Hop,2001-07-26,176.0,38,80884184,English,Yes,Sony Music,Brian Johnson,Mary Allen,
SP11368,Nice maybe.,Kenneth Livingston,Of conference.,Hip-Hop,2019-04-09,,60,91431914,,No,Warner Music,Paula Mason,Marilyn Robinson,
SP11434,Bring north agreement.,Jonathan Rivas,Stand.,Hip-Hop,2010-03-07,147.0,64,4208443,Japanese,No,Sony Music,Jason Warren,Sharon Rogers,
SP26848,North among throughout.,Kim Roman,Firm player.,Country,2009-11-07,291.0,60,62623370,English,No,Warner Music,Ms. Leah Richardson,Anthony Mitchell,Chelsea Nash
SP12836,Edge.,Timothy Taylor,Blue would.,Hip-Hop,1995-05-30,,76,43052741,English,Yes,Def Jam,Andrew Trujillo,Mark Rodriguez,
SP19467,True Democrat forget.,Ana Taylor,Yes.,Country,2023-01-23,181.0,33,7858938,English,Yes,Atlantic Records,Mrs. Stephanie Goodwin,Lindsay Johnson,
SP35878,Your away him.,Christopher Stone,Board.,Hip-Hop,2022-05-30,216.0,57,11093764,English,No,Atlantic Records,Jonathan Smith,Kyle Santos,
SP15424,As just.,David Leblanc,Chair.,Classical,2014-09-16,186.0,61,50795092,English,Yes,Universal Music,Jessica Scott,Julie Valentine,
SP0829,Miss green hotel.,Annette Sherman,Process food.,Hip-Hop,2024-01-13,282.0,62,73418580,English,No,Universal Music,Stephanie Cline,John Hurley,Amanda Kennedy
SP8140,Base.,Ernest Hendricks,Phone.,Pop,1995-11-06,238.0,85,73078126,Spanish,Yes,Def Jam,David Shaw,Charles Gordon,Brandon Barker
SP46339,Foot really still.,Collin Nelson,Reason.,Electronic,2017-03-15,146.0,90,84370420,Italian,Yes,Indie,Brian Smith,Patrick Hamilton,
SP14736,Bank Democrat where.,Erica Lozano,Because worry.,Electronic,2005-11-15,245.0,97,87681176,Spanish,No,Def Jam,Margaret Stewart,Tina Taylor,
SP19479,Two from start wide.,Paul Russell,Road hot.,R&B,2002-04-22,306.0,13,29228243,English,Yes,Indie,Alexandra Hall,Trevor Martinez,
SP2944,Win then.,Cynthia Black,Dark parent.,Jazz,2017-02-18,292.0,98,8352672,French,No,Universal Music,Jeanne Rodriguez,Nicole Buchanan,Sarah Black
SP43273,Project cut bring.,John Reed,Air.,R&B,2013-02-19,229.0,97,25605535,Italian,Yes,Sony Music,Kristina Thomas,James Castro,Lisa Simmons
SP17652,Alone they.,Margaret Wilkinson,Less.,Pop,2011-11-05,247.0,67,4978957,,Yes,Atlantic Records,David Smith,Heather Day,Allison Beard
SP39182,Special able.,Claudia Carr,Meet strategy.,Hip-Hop,2005-07-22,281.0,50,84368046,English,Yes,Def Jam,Terri Preston,Daniel Andrews,
SP0307,Bad politics.,Jordan Vasquez,See city.,Electronic,2023-01-07,238.0,36,17184582,English,Yes,Universal Music,Michael Lane,David Johnson,
SP22287,Item.,Erica Cox,Commercial only.,Hip-Hop,2021-05-01,318.0,57,94741423,English,No,Indie,Brian Williams,Jim Williams,
SP33345,Debate popular center.,Gary Aguilar,Draw part.,Electronic,2021-01-25,170.0,96,30146811,English,Yes,Universal Music,Annette Hoover,Abigail Robinson,
SP8460,Education deep.,Cassandra Patel,Area especially.,Classical,2010-09-13,215.0,87,42369004,English,Yes,Atlantic Records,Brittney Hayes,Jessica Taylor,Jason Cardenas
SP42033,Accept improve hour.,Maria Alvarez,Would.,Hip-Hop,2003-09-14,,83,7871277,English,Yes,Warner Music,Mary Henry,Megan Chavez,
SP36023,Avoid whether your.,Shannon Williams,Film nor.,Electronic,2000-02-16,257.0,85,35159261,Spanish,No,Warner Music,Crystal Thompson,Andre Morgan,
SP23821,Film military detail.,Emily Allen,You.,Electronic,2018-05-28,303.0,83,4600469,English,No,Indie,Emily Wright,Kyle Williams,
SP12137,Source.,Jennifer Howard,South everyone.,Hip-Hop,1999-06-05,206.0,30,40275984,English,Yes,Indie,Eric Sutton,Charles Cox,
SP6823,My anyone side.,Daniel Mckinney,No edge.,Electronic,1997-08-25,214.0,16,71133970,English,No,Def Jam,Douglas Salinas,Cynthia Long,
SP28250,Expect push big place.,Nathan Avila,Serve.,Hip-Hop,2004-04-28,219.0,61,86155302,Spanish,Yes,Indie,Alexander Smith,Rebecca Garza,
SP8191,Military strategy.,Kristen Hopkins,Radio public.,Electronic,2017-04-30,286.0,22,63430054,English,No,Atlantic Records,Barry Humphrey,Andrea Edwards,Robert Warren
SP44959,Easy live produce.,Kayla Roberts,Themselves some.,R&B,2010-10-02,190.0,2,99609831,English,No,Def Jam,Richard Butler,Dan Duncan,
SP20195,Development nothing.,Erica Clark,Decision opportunity.,Electronic,2011-08-26,244.0,23,57242389,English,No,Indie,Collin Guerrero,Carla May,
SP5194,Nice area speak.,Cheryl Peterson,Window half.,Folk,1994-12-02,231.0,21,18226471,English,No,Warner Music,Sarah Oconnell,Daniel Hall,
SP26684,Season moment happy.,Connie Torres,Forward professor.,Electronic,2000-08-13,,59,47736284,English,Yes,Sony Music,Arthur Smith,Natalie Carr,
SP39588,Provide politics discuss.,Joshua Richardson,Second prove.,Electronic,2020-06-02,240.0,25,5395684,English,No,Def Jam,Rachel Wong,Terry Kelly,
SP24924,Add add perform.,Jodi Hernandez,Different knowledge.,Hip-Hop,2017-02-03,326.0,79,9684981,English,No,Universal Music,Rhonda Le,Angela Huff,
SP15419,Current development.,William Patterson,Become break.,Electronic,2000-01-18,222.0,27,53279708,English,No,Indie,Debra Rodriguez,Alexander Gardner,
SP2511,Toward turn.,Pamela Robinson,Our onto.,R&B,2010-08-17,300.0,96,49585853,English,Yes,Universal Music,Amy Carter,John Taylor,Linda Griffith
SP20210,Police not think.,Karen Robinson,Each reality.,Hip-Hop,2010-04-25,284.0,11,31074853,English,Yes,Universal Music,Annette Garcia,Vanessa Bell,Robert Hernandez
SP32095,Drop major.,Kristin Thornton,Father.,Electronic,1995-01-18,,91,70766532,English,No,Warner Music,Devon Morris,Hector Ortega,
SP31403,Head question away.,April Mcpherson,Dinner yard.,Folk,1998-01-11,302.0,98,90339628,English,Yes,Universal Music,Kimberly Patrick,Adam Medina,
SP23086,Plan sport.,Miss Catherine Kline,Change front.,Country,2007-08-10,290.0,87,39500272,Korean,Yes,Def Jam,Jacob Ingram,Kelly Brooks,
SP0371,Under base discuss expect.,Matthew Garrett,Become.,Hip-Hop,2011-01-09,292.0,28,40546587,English,Yes,Indie,Jacob Potter,Christopher Barnett,
SP5133,Style.,Ryan Anderson,Decision.,Electronic,2010-08-14,255.0,1,55469252,English,No,Universal Music,Joseph Schneider,Jack Martinez,
SP1846,Bank side.,Adrian Murray,Must.,Hip-Hop,1996-09-08,153.0,6,23510893,English,No,Indie,Joseph Coleman,Jennifer Ramsey,Vickie Fields
SP42036,Director society charge.,Dana Griffith DDS,Speech kid.,Hip-Hop,2022-08-27,214.0,86,75935914,English,Yes,Sony Music,Brittany Smith,Carol Graham,Christopher Fowler
SP7240,Party career whatever else.,Whitney Chen,Win exist.,Country,2002-11-27,201.0,96,64757272,English,Yes,Indie,Jody Anderson,Aaron Molina,
